350	790
-147.977	23.31
-134.028	25.641
-115.894	24.4755
-100.898	24.4755
0	3.4965
7.67219	3.4965
18.8317	4.662
29.2938	5.82751
37.6635	8.15851
46.0331	19.8135
54.7515	35.5478
63.4699	61.1888
69.7472	88.5781
77.4194	123.543
84.7428	161.422
91.3688	203.38
97.9948	244.755
103.923	278.555
109.154	314.103
114.037	344.406
120.314	375.291
126.94	403.263
133.566	429.487
141.935	453.963
153.793	473.776
165.998	480.769
178.901	479.021
189.364	467.949
199.826	453.38
209.59	437.063
218.309	422.494
226.678	403.263
237.489	382.867
245.51	361.888
256.321	340.909
263.993	319.93
274.106	298.951
282.825	277.389
291.543	254.662
300.959	233.683
309.329	209.79
317.001	188.228
323.627	167.249
330.602	148.019
337.925	125.291
345.597	100.233
353.618	80.4196
361.29	63.5198
368.265	47.7855
376.635	35.5478
388.143	23.8928
399.303	16.8998
414.298	12.8205
428.248	16.8998
441.848	24.4755
455.798	30.8858
470.096	39.0443
481.953	45.4545
493.461	48.3683
504.969	46.62
515.432	44.8718
527.986	42.5408
542.633	36.1305
556.582	33.2168
570.532	30.8858
583.435	27.3893
597.036	25.0583
614.821	24.4755
628.771	22.7273
642.023	23.31
655.972	25.641
674.106	24.4755
689.102	24.4755
790	3.4965
797.67219	3.4965
808.8317	4.662
819.2938	5.82751
827.6635	8.15851
836.0331	19.8135
844.7515	35.5478
853.4699	61.1888
859.7472	88.5781
867.4194	123.543
874.7428	161.422
881.3688	203.38
887.9948	244.755
893.923	278.555
899.154	314.103
904.037	344.406
910.314	375.291
916.94	403.263
923.566	429.487
931.935	453.963
943.793	473.776
955.998	480.769
968.901	479.021
979.364	467.949
989.826	453.38
999.59	437.063
1008.309	422.494
1016.678	403.263
1027.489	382.867
1035.51	361.888
1046.321	340.909
1053.993	319.93
1064.106	298.951
1072.825	277.389
1081.543	254.662
1090.959	233.683
1099.329	209.79
1107.001	188.228
1113.627	167.249
1120.602	148.019
1127.925	125.291
1135.597	100.233
1143.618	80.4196
1151.29	63.5198
1158.265	47.7855
1166.635	35.5478
1178.143	23.8928
1189.303	16.8998
1204.298	12.8205
1218.248	16.8998
1231.848	24.4755
1245.798	30.8858
1260.096	39.0443
1271.953	45.4545
1283.461	48.3683
1294.969	46.62
1305.432	44.8718
1317.986	42.5408
1332.633	36.1305
1346.582	33.2168
1360.532	30.8858
1373.435	27.3893
1387.036	25.0583
1404.821	24.4755
1418.771	22.7273
1432.023	23.31
1445.972	25.641
1464.106	24.4755
1479.102	24.4755
1580	3.4965
1587.67219	3.4965
1598.8317	4.662
1609.2938	5.82751
1617.6635	8.15851
1626.0331	19.8135
1634.7515	35.5478
1643.4699	61.1888
1649.7472	88.5781
1657.4194	123.543
1664.7428	161.422
1671.3688	203.38
1677.9948	244.755
1683.923	278.555
1689.154	314.103
1694.037	344.406
1700.314	375.291
1706.94	403.263
1713.566	429.487
1721.935	453.963
1733.793	473.776
1745.998	480.769
1758.901	479.021
1769.364	467.949
1779.826	453.38
1789.59	437.063
1798.309	422.494
1806.678	403.263
1817.489	382.867
1825.51	361.888
1836.321	340.909
1843.993	319.93
1854.106	298.951
1862.825	277.389
1871.543	254.662
1880.959	233.683
1889.329	209.79
1897.001	188.228
1903.627	167.249
1910.602	148.019
1917.925	125.291
1925.597	100.233
1933.618	80.4196
1941.29	63.5198
1948.265	47.7855
1956.635	35.5478
1968.143	23.8928
1979.303	16.8998
1994.298	12.8205
2008.248	16.8998
2021.848	24.4755
2035.798	30.8858
2050.096	39.0443
2061.953	45.4545
2073.461	48.3683
2084.969	46.62
2095.432	44.8718
2107.986	42.5408
2122.633	36.1305
2136.582	33.2168
2150.532	30.8858
2163.435	27.3893
2177.036	25.0583
2194.821	24.4755
2208.771	22.7273
2222.023	23.31
2235.972	25.641
2254.106	24.4755
